00:00:00,70,2022-01-11,00
00:01:00,70,2022-01-11,00
00:02:00,73,2022-01-11,00
00:03:00,70,2022-01-11,00
00:04:00,71,2022-01-11,00
00:05:00,69,2022-01-11,00
00:06:00,70,2022-01-11,00
00:07:00,72,2022-01-11,00
00:08:00,70,2022-01-11,00
00:09:00,69,2022-01-11,00
00:10:00,69,2022-01-11,00
00:11:00,68,2022-01-11,00
00:12:00,69,2022-01-11,00
00:13:00,73,2022-01-11,00
00:14:00,71,2022-01-11,00
00:15:00,71,2022-01-11,00
00:16:00,70,2022-01-11,00
00:17:00,71,2022-01-11,00
00:18:00,70,2022-01-11,00
00:19:00,70,2022-01-11,00
00:20:00,71,2022-01-11,00
00:21:00,71,2022-01-11,00
00:22:00,75,2022-01-11,00
00:23:00,83,2022-01-11,00
00:24:00,81,2022-01-11,00
00:25:00,74,2022-01-11,00
00:26:00,74,2022-01-11,00
00:27:00,68,2022-01-11,00
00:28:00,68,2022-01-11,00
00:29:00,69,2022-01-11,00
00:30:00,66,2022-01-11,00
00:31:00,71,2022-01-11,00
00:32:00,69,2022-01-11,00
00:33:00,70,2022-01-11,00
00:34:00,73,2022-01-11,00
00:35:00,72,2022-01-11,00
00:36:00,72,2022-01-11,00
00:37:00,71,2022-01-11,00
00:38:00,70,2022-01-11,00
00:39:00,80,2022-01-11,00
00:40:00,71,2022-01-11,00
00:41:00,71,2022-01-11,00
00:42:00,72,2022-01-11,00
00:43:00,73,2022-01-11,00
00:44:00,76,2022-01-11,00
00:45:00,75,2022-01-11,00
00:46:00,68,2022-01-11,00
00:47:00,71,2022-01-11,00
00:48:00,70,2022-01-11,00
00:49:00,72,2022-01-11,00
00:50:00,69,2022-01-11,00
00:51:00,69,2022-01-11,00
00:52:00,74,2022-01-11,00
00:53:00,73,2022-01-11,00
00:54:00,70,2022-01-11,00
00:55:00,72,2022-01-11,00
00:56:00,75,2022-01-11,00
00:57:00,83,2022-01-11,00
00:58:00,79,2022-01-11,00
00:59:00,71,2022-01-11,00
01:00:00,67,2022-01-11,01
01:01:00,64,2022-01-11,01
01:02:00,67,2022-01-11,01
01:03:00,68,2022-01-11,01
01:04:00,67,2022-01-11,01
01:05:00,72,2022-01-11,01
01:06:00,84,2022-01-11,01
01:07:00,80,2022-01-11,01
01:08:00,77,2022-01-11,01
01:09:00,78,2022-01-11,01
01:10:00,78,2022-01-11,01
01:11:00,81,2022-01-11,01
01:12:00,80,2022-01-11,01
01:13:00,82,2022-01-11,01
01:14:00,77,2022-01-11,01
01:15:00,74,2022-01-11,01
01:16:00,70,2022-01-11,01
01:17:00,69,2022-01-11,01
01:18:00,65,2022-01-11,01
01:19:00,64,2022-01-11,01
01:20:00,62,2022-01-11,01
01:21:00,64,2022-01-11,01
01:22:00,64,2022-01-11,01
01:23:00,60,2022-01-11,01
01:24:00,62,2022-01-11,01
01:25:00,63,2022-01-11,01
01:26:00,63,2022-01-11,01
01:27:00,63,2022-01-11,01
01:28:00,63,2022-01-11,01
01:29:00,64,2022-01-11,01
01:30:00,64,2022-01-11,01
01:31:00,65,2022-01-11,01
01:32:00,65,2022-01-11,01
01:33:00,67,2022-01-11,01
01:34:00,64,2022-01-11,01
01:35:00,63,2022-01-11,01
01:36:00,64,2022-01-11,01
01:37:00,65,2022-01-11,01
01:38:00,65,2022-01-11,01
01:39:00,65,2022-01-11,01
01:40:00,65,2022-01-11,01
01:41:00,66,2022-01-11,01
01:42:00,66,2022-01-11,01
01:43:00,66,2022-01-11,01
01:44:00,66,2022-01-11,01
01:45:00,66,2022-01-11,01
01:46:00,67,2022-01-11,01
01:47:00,67,2022-01-11,01
01:48:00,67,2022-01-11,01
01:49:00,67,2022-01-11,01
01:50:00,67,2022-01-11,01
01:51:00,67,2022-01-11,01
01:52:00,67,2022-01-11,01
01:53:00,67,2022-01-11,01
01:54:00,68,2022-01-11,01
01:55:00,67,2022-01-11,01
01:56:00,67,2022-01-11,01
01:57:00,68,2022-01-11,01
01:58:00,68,2022-01-11,01
01:59:00,69,2022-01-11,01
02:00:00,68,2022-01-11,02
02:01:00,68,2022-01-11,02
02:02:00,67,2022-01-11,02
02:03:00,67,2022-01-11,02
02:04:00,67,2022-01-11,02
02:05:00,68,2022-01-11,02
02:06:00,68,2022-01-11,02
02:07:00,69,2022-01-11,02
02:08:00,68,2022-01-11,02
02:09:00,68,2022-01-11,02
02:10:00,67,2022-01-11,02
02:11:00,68,2022-01-11,02
02:12:00,67,2022-01-11,02
02:13:00,68,2022-01-11,02
02:14:00,68,2022-01-11,02
02:15:00,68,2022-01-11,02
02:16:00,66,2022-01-11,02
02:17:00,66,2022-01-11,02
02:18:00,67,2022-01-11,02
02:19:00,66,2022-01-11,02
02:20:00,68,2022-01-11,02
02:21:00,66,2022-01-11,02
02:22:00,67,2022-01-11,02
02:23:00,66,2022-01-11,02
02:24:00,66,2022-01-11,02
02:25:00,65,2022-01-11,02
02:26:00,65,2022-01-11,02
02:27:00,66,2022-01-11,02
02:28:00,63,2022-01-11,02
02:29:00,64,2022-01-11,02
02:30:00,67,2022-01-11,02
02:31:00,72,2022-01-11,02
02:32:00,72,2022-01-11,02
02:33:00,71,2022-01-11,02
02:34:00,78,2022-01-11,02
02:35:00,61,2022-01-11,02
02:36:00,64,2022-01-11,02
02:37:00,67,2022-01-11,02
02:38:00,68,2022-01-11,02
02:39:00,70,2022-01-11,02
02:40:00,66,2022-01-11,02
02:41:00,67,2022-01-11,02
02:42:00,67,2022-01-11,02
02:43:00,65,2022-01-11,02
02:44:00,66,2022-01-11,02
02:45:00,66,2022-01-11,02
02:46:00,64,2022-01-11,02
02:47:00,64,2022-01-11,02
02:48:00,64,2022-01-11,02
02:49:00,62,2022-01-11,02
02:50:00,63,2022-01-11,02
02:51:00,63,2022-01-11,02
02:52:00,63,2022-01-11,02
02:53:00,64,2022-01-11,02
02:54:00,63,2022-01-11,02
02:55:00,63,2022-01-11,02
02:56:00,63,2022-01-11,02
02:57:00,62,2022-01-11,02
02:58:00,62,2022-01-11,02
02:59:00,63,2022-01-11,02
03:00:00,63,2022-01-11,03
03:01:00,65,2022-01-11,03
03:02:00,65,2022-01-11,03
03:03:00,65,2022-01-11,03
03:04:00,65,2022-01-11,03
03:05:00,65,2022-01-11,03
03:06:00,65,2022-01-11,03
03:07:00,64,2022-01-11,03
03:08:00,64,2022-01-11,03
03:09:00,66,2022-01-11,03
03:10:00,65,2022-01-11,03
03:11:00,64,2022-01-11,03
03:12:00,65,2022-01-11,03
03:13:00,65,2022-01-11,03
03:14:00,65,2022-01-11,03
03:15:00,66,2022-01-11,03
03:16:00,65,2022-01-11,03
03:17:00,64,2022-01-11,03
03:18:00,65,2022-01-11,03
03:19:00,71,2022-01-11,03
