0,2022-01-0517:07:00,17:07:00,74,2022-01-05T00:00:00.000+01:00,17
0,2022-01-0513:13:00,13:13:00,85,2022-01-05T00:00:00.000+01:00,13
0,2022-01-0505:39:00,05:39:00,57,2022-01-05T00:00:00.000+01:00,05
0,2022-01-0514:01:00,14:01:00,85,2022-01-05T00:00:00.000+01:00,14
0,2022-01-0500:03:00,00:03:00,71,2022-01-05T00:00:00.000+01:00,00
0,2022-01-0511:54:00,11:54:00,76,2022-01-05T00:00:00.000+01:00,11
0,2022-01-0512:49:00,12:49:00,87,2022-01-05T00:00:00.000+01:00,12
0,2022-01-0518:21:00,18:21:00,78,2022-01-05T00:00:00.000+01:00,18
0,2022-01-0503:46:00,03:46:00,57,2022-01-05T00:00:00.000+01:00,03
0,2022-01-0511:29:00,11:29:00,84,2022-01-05T00:00:00.000+01:00,11
0,2022-01-0517:46:00,17:46:00,80,2022-01-05T00:00:00.000+01:00,17
0,2022-01-0514:48:00,14:48:00,76,2022-01-05T00:00:00.000+01:00,14
0,2022-01-0514:56:00,14:56:00,78,2022-01-05T00:00:00.000+01:00,14
0,2022-01-0502:25:00,02:25:00,67,2022-01-05T00:00:00.000+01:00,02
0,2022-01-0513:33:00,13:33:00,81,2022-01-05T00:00:00.000+01:00,13
0,2022-01-0514:17:00,14:17:00,83,2022-01-05T00:00:00.000+01:00,14
0,2022-01-0523:48:00,23:48:00,87,2022-01-05T00:00:00.000+01:00,23
0,2022-01-0523:42:00,23:42:00,100,2022-01-05T00:00:00.000+01:00,23
0,2022-01-0500:44:00,00:44:00,72,2022-01-05T00:00:00.000+01:00,00
0,2022-01-0522:53:00,22:53:00,91,2022-01-05T00:00:00.000+01:00,22
0,2022-01-0506:47:00,06:47:00,67,2022-01-05T00:00:00.000+01:00,06
0,2022-01-0514:29:00,14:29:00,76,2022-01-05T00:00:00.000+01:00,14
0,2022-01-0505:02:00,05:02:00,59,2022-01-05T00:00:00.000+01:00,05
0,2022-01-0506:04:00,06:04:00,60,2022-01-05T00:00:00.000+01:00,06
0,2022-01-0502:19:00,02:19:00,67,2022-01-05T00:00:00.000+01:00,02
0,2022-01-0512:19:00,12:19:00,112,2022-01-05T00:00:00.000+01:00,12
0,2022-01-0518:14:00,18:14:00,72,2022-01-05T00:00:00.000+01:00,18
0,2022-01-0513:38:00,13:38:00,84,2022-01-05T00:00:00.000+01:00,13
0,2022-01-0503:48:00,03:48:00,61,2022-01-05T00:00:00.000+01:00,03
0,2022-01-0512:06:00,12:06:00,81,2022-01-05T00:00:00.000+01:00,12
0,2022-01-0501:52:00,01:52:00,68,2022-01-05T00:00:00.000+01:00,01
0,2022-01-0514:37:00,14:37:00,76,2022-01-05T00:00:00.000+01:00,14
0,2022-01-0518:06:00,18:06:00,74,2022-01-05T00:00:00.000+01:00,18
0,2022-01-0506:14:00,06:14:00,59,2022-01-05T00:00:00.000+01:00,06
0,2022-01-0510:02:00,10:02:00,79,2022-01-05T00:00:00.000+01:00,10
0,2022-01-0519:25:00,19:25:00,73,2022-01-05T00:00:00.000+01:00,19
0,2022-01-0514:40:00,14:40:00,75,2022-01-05T00:00:00.000+01:00,14
0,2022-01-0511:26:00,11:26:00,84,2022-01-05T00:00:00.000+01:00,11
0,2022-01-0508:52:00,08:52:00,105,2022-01-05T00:00:00.000+01:00,08
0,2022-01-0513:12:00,13:12:00,86,2022-01-05T00:00:00.000+01:00,13
0,2022-01-0511:52:00,11:52:00,76,2022-01-05T00:00:00.000+01:00,11
0,2022-01-0516:55:00,16:55:00,78,2022-01-05T00:00:00.000+01:00,16
0,2022-01-0517:59:00,17:59:00,88,2022-01-05T00:00:00.000+01:00,17
0,2022-01-0502:57:00,02:57:00,55,2022-01-05T00:00:00.000+01:00,02
0,2022-01-0509:15:00,09:15:00,92,2022-01-05T00:00:00.000+01:00,09
0,2022-01-0508:04:00,08:04:00,71,2022-01-05T00:00:00.000+01:00,08
0,2022-01-0517:36:00,17:36:00,75,2022-01-05T00:00:00.000+01:00,17
0,2022-01-0516:23:00,16:23:00,77,2022-01-05T00:00:00.000+01:00,16
0,2022-01-0501:34:00,01:34:00,70,2022-01-05T00:00:00.000+01:00,01
0,2022-01-0519:39:00,19:39:00,79,2022-01-05T00:00:00.000+01:00,19
0,2022-01-0519:29:00,19:29:00,75,2022-01-05T00:00:00.000+01:00,19
0,2022-01-0515:50:00,15:50:00,90,2022-01-05T00:00:00.000+01:00,15
0,2022-01-0510:46:00,10:46:00,85,2022-01-05T00:00:00.000+01:00,10
0,2022-01-0508:50:00,08:50:00,91,2022-01-05T00:00:00.000+01:00,08
0,2022-01-0522:57:00,22:57:00,96,2022-01-05T00:00:00.000+01:00,22
0,2022-01-0507:42:00,07:42:00,66,2022-01-05T00:00:00.000+01:00,07
0,2022-01-0504:50:00,04:50:00,59,2022-01-05T00:00:00.000+01:00,04
0,2022-01-0515:01:00,15:01:00,76,2022-01-05T00:00:00.000+01:00,15
0,2022-01-0502:28:00,02:28:00,65,2022-01-05T00:00:00.000+01:00,02
0,2022-01-0512:44:00,12:44:00,85,2022-01-05T00:00:00.000+01:00,12
0,2022-01-0516:22:00,16:22:00,79,2022-01-05T00:00:00.000+01:00,16
0,2022-01-0517:26:00,17:26:00,80,2022-01-05T00:00:00.000+01:00,17
0,2022-01-0501:39:00,01:39:00,69,2022-01-05T00:00:00.000+01:00,01
0,2022-01-0509:07:00,09:07:00,115,2022-01-05T00:00:00.000+01:00,09
0,2022-01-0518:36:00,18:36:00,82,2022-01-05T00:00:00.000+01:00,18
0,2022-01-0508:49:00,08:49:00,87,2022-01-05T00:00:00.000+01:00,08
0,2022-01-0516:18:00,16:18:00,76,2022-01-05T00:00:00.000+01:00,16
0,2022-01-0502:30:00,02:30:00,64,2022-01-05T00:00:00.000+01:00,02
0,2022-01-0515:14:00,15:14:00,81,2022-01-05T00:00:00.000+01:00,15
0,2022-01-0508:11:00,08:11:00,79,2022-01-05T00:00:00.000+01:00,08
0,2022-01-0514:21:00,14:21:00,78,2022-01-05T00:00:00.000+01:00,14
0,2022-01-0508:47:00,08:47:00,90,2022-01-05T00:00:00.000+01:00,08
0,2022-01-0510:30:00,10:30:00,85,2022-01-05T00:00:00.000+01:00,10
0,2022-01-0506:17:00,06:17:00,57,2022-01-05T00:00:00.000+01:00,06
0,2022-01-0511:55:00,11:55:00,75,2022-01-05T00:00:00.000+01:00,11
0,2022-01-0503:21:00,03:21:00,60,2022-01-05T00:00:00.000+01:00,03
0,2022-01-0516:41:00,16:41:00,81,2022-01-05T00:00:00.000+01:00,16
0,2022-01-0511:24:00,11:24:00,81,2022-01-05T00:00:00.000+01:00,11
0,2022-01-0501:20:00,01:20:00,69,2022-01-05T00:00:00.000+01:00,01
0,2022-01-0510:17:00,10:17:00,83,2022-01-05T00:00:00.000+01:00,10
0,2022-01-0511:19:00,11:19:00,87,2022-01-05T00:00:00.000+01:00,11
0,2022-01-0507:48:00,07:48:00,71,2022-01-05T00:00:00.000+01:00,07
0,2022-01-0513:29:00,13:29:00,86,2022-01-05T00:00:00.000+01:00,13
0,2022-01-0506:38:00,06:38:00,71,2022-01-05T00:00:00.000+01:00,06
0,2022-01-0510:11:00,10:11:00,84,2022-01-05T00:00:00.000+01:00,10
0,2022-01-0512:27:00,12:27:00,91,2022-01-05T00:00:00.000+01:00,12
0,2022-01-0511:34:00,11:34:00,79,2022-01-05T00:00:00.000+01:00,11
0,2022-01-0513:36:00,13:36:00,83,2022-01-05T00:00:00.000+01:00,13
0,2022-01-0522:58:00,22:58:00,92,2022-01-05T00:00:00.000+01:00,22
0,2022-01-0505:19:00,05:19:00,60,2022-01-05T00:00:00.000+01:00,05
0,2022-01-0518:01:00,18:01:00,81,2022-01-05T00:00:00.000+01:00,18
0,2022-01-0517:23:00,17:23:00,90,2022-01-05T00:00:00.000+01:00,17
0,2022-01-0503:20:00,03:20:00,60,2022-01-05T00:00:00.000+01:00,03
0,2022-01-0513:32:00,13:32:00,82,2022-01-05T00:00:00.000+01:00,13
0,2022-01-0505:38:00,05:38:00,57,2022-01-05T00:00:00.000+01:00,05
0,2022-01-0510:50:00,10:50:00,86,2022-01-05T00:00:00.000+01:00,10
0,2022-01-0518:57:00,18:57:00,76,2022-01-05T00:00:00.000+01:00,18
0,2022-01-0503:10:00,03:10:00,60,2022-01-05T00:00:00.000+01:00,03
0,2022-01-0502:20:00,02:20:00,66,2022-01-05T00:00:00.000+01:00,02
0,2022-01-0503:17:00,03:17:00,61,2022-01-05T00:00:00.000+01:00,03
0,2022-01-0519:17:00,19:17:00,90,2022-01-05T00:00:00.000+01:00,19
0,2022-01-0500:19:00,00:19:00,72,2022-01-05T00:00:00.000+01:00,00
0,2022-01-0506:58:00,06:58:00,59,2022-01-05T00:00:00.000+01:00,06
0,2022-01-0514:41:00,14:41:00,75,2022-01-05T00:00:00.000+01:00,14
0,2022-01-0507:54:00,07:54:00,57,2022-01-05T00:00:00.000+01:00,07
0,2022-01-0512:13:00,12:13:00,83,2022-01-05T00:00:00.000+01:00,12
