0,2022-01-0309:42:00,09:42:00,78,2022-01-03T00:00:00.000+01:00,09
0,2022-01-0302:27:00,02:27:00,68,2022-01-03T00:00:00.000+01:00,02
0,2022-01-0313:47:00,13:47:00,102,2022-01-03T00:00:00.000+01:00,13
0,2022-01-0302:32:00,02:32:00,78,2022-01-03T00:00:00.000+01:00,02
0,2022-01-0314:58:00,14:58:00,82,2022-01-03T00:00:00.000+01:00,14
0,2022-01-0302:07:00,02:07:00,71,2022-01-03T00:00:00.000+01:00,02
0,2022-01-0303:49:00,03:49:00,61,2022-01-03T00:00:00.000+01:00,03
0,2022-01-0316:22:00,16:22:00,80,2022-01-03T00:00:00.000+01:00,16
0,2022-01-0313:27:00,13:27:00,88,2022-01-03T00:00:00.000+01:00,13
0,2022-01-0321:50:00,21:50:00,89,2022-01-03T00:00:00.000+01:00,21
0,2022-01-0300:57:00,00:57:00,82,2022-01-03T00:00:00.000+01:00,00
0,2022-01-0313:44:00,13:44:00,89,2022-01-03T00:00:00.000+01:00,13
0,2022-01-0323:01:00,23:01:00,76,2022-01-03T00:00:00.000+01:00,23
0,2022-01-0315:24:00,15:24:00,83,2022-01-03T00:00:00.000+01:00,15
0,2022-01-0304:46:00,04:46:00,63,2022-01-03T00:00:00.000+01:00,04
0,2022-01-0313:12:00,13:12:00,78,2022-01-03T00:00:00.000+01:00,13
0,2022-01-0306:04:00,06:04:00,56,2022-01-03T00:00:00.000+01:00,06
0,2022-01-0307:41:00,07:41:00,54,2022-01-03T00:00:00.000+01:00,07
0,2022-01-0319:41:00,19:41:00,79,2022-01-03T00:00:00.000+01:00,19
0,2022-01-0322:33:00,22:33:00,89,2022-01-03T00:00:00.000+01:00,22
0,2022-01-0323:22:00,23:22:00,84,2022-01-03T00:00:00.000+01:00,23
0,2022-01-0310:29:00,10:29:00,71,2022-01-03T00:00:00.000+01:00,10
0,2022-01-0315:29:00,15:29:00,81,2022-01-03T00:00:00.000+01:00,15
0,2022-01-0316:49:00,16:49:00,83,2022-01-03T00:00:00.000+01:00,16
0,2022-01-0314:23:00,14:23:00,85,2022-01-03T00:00:00.000+01:00,14
0,2022-01-0314:03:00,14:03:00,75,2022-01-03T00:00:00.000+01:00,14
0,2022-01-0307:43:00,07:43:00,56,2022-01-03T00:00:00.000+01:00,07
0,2022-01-0309:17:00,09:17:00,75,2022-01-03T00:00:00.000+01:00,09
0,2022-01-0311:12:00,11:12:00,78,2022-01-03T00:00:00.000+01:00,11
0,2022-01-0308:55:00,08:55:00,76,2022-01-03T00:00:00.000+01:00,08
0,2022-01-0302:04:00,02:04:00,73,2022-01-03T00:00:00.000+01:00,02
0,2022-01-0300:50:00,00:50:00,76,2022-01-03T00:00:00.000+01:00,00
0,2022-01-0323:52:00,23:52:00,79,2022-01-03T00:00:00.000+01:00,23
0,2022-01-0305:07:00,05:07:00,54,2022-01-03T00:00:00.000+01:00,05
0,2022-01-0302:24:00,02:24:00,70,2022-01-03T00:00:00.000+01:00,02
0,2022-01-0319:04:00,19:04:00,80,2022-01-03T00:00:00.000+01:00,19
0,2022-01-0307:26:00,07:26:00,61,2022-01-03T00:00:00.000+01:00,07
0,2022-01-0307:22:00,07:22:00,57,2022-01-03T00:00:00.000+01:00,07
0,2022-01-0307:32:00,07:32:00,56,2022-01-03T00:00:00.000+01:00,07
0,2022-01-0321:41:00,21:41:00,82,2022-01-03T00:00:00.000+01:00,21
0,2022-01-0310:50:00,10:50:00,69,2022-01-03T00:00:00.000+01:00,10
0,2022-01-0309:37:00,09:37:00,80,2022-01-03T00:00:00.000+01:00,09
0,2022-01-0301:20:00,01:20:00,82,2022-01-03T00:00:00.000+01:00,01
Walk,2022-01-0519:49:00,19:49:00,106,2022-01-05T00:00:00.000+01:00,19
0,2022-01-0307:05:00,07:05:00,57,2022-01-03T00:00:00.000+01:00,07
0,2022-01-0307:58:00,07:58:00,59,2022-01-03T00:00:00.000+01:00,07
0,2022-01-0321:19:00,21:19:00,83,2022-01-03T00:00:00.000+01:00,21
0,2022-01-0320:41:00,20:41:00,114,2022-01-03T00:00:00.000+01:00,20
0,2022-01-0310:51:00,10:51:00,72,2022-01-03T00:00:00.000+01:00,10
0,2022-01-0316:17:00,16:17:00,80,2022-01-03T00:00:00.000+01:00,16
0,2022-01-0313:17:00,13:17:00,79,2022-01-03T00:00:00.000+01:00,13
0,2022-01-0303:21:00,03:21:00,64,2022-01-03T00:00:00.000+01:00,03
0,2022-01-0303:59:00,03:59:00,72,2022-01-03T00:00:00.000+01:00,03
0,2022-01-0308:18:00,08:18:00,57,2022-01-03T00:00:00.000+01:00,08
0,2022-01-0316:24:00,16:24:00,80,2022-01-03T00:00:00.000+01:00,16
