0,2022-01-0423:10:00,23:10:00,71,2022-01-04T00:00:00.000+01:00,23
0,2022-01-0419:08:00,19:08:00,75,2022-01-04T00:00:00.000+01:00,19
0,2022-01-0404:59:00,04:59:00,58,2022-01-04T00:00:00.000+01:00,04
0,2022-01-0401:57:00,01:57:00,57,2022-01-04T00:00:00.000+01:00,01
0,2022-01-0403:58:00,03:58:00,62,2022-01-04T00:00:00.000+01:00,03
0,2022-01-0420:50:00,20:50:00,81,2022-01-04T00:00:00.000+01:00,20
0,2022-01-0423:05:00,23:05:00,72,2022-01-04T00:00:00.000+01:00,23
0,2022-01-0411:07:00,11:07:00,90,2022-01-04T00:00:00.000+01:00,11
0,2022-01-0412:36:00,12:36:00,77,2022-01-04T00:00:00.000+01:00,12
0,2022-01-0408:35:00,08:35:00,83,2022-01-04T00:00:00.000+01:00,08
Walk,2022-01-0613:57:00,13:57:00,100,2022-01-06T00:00:00.000+01:00,13
0,2022-01-0416:29:00,16:29:00,89,2022-01-04T00:00:00.000+01:00,16
0,2022-01-0405:49:00,05:49:00,63,2022-01-04T00:00:00.000+01:00,05
0,2022-01-0409:40:00,09:40:00,80,2022-01-04T00:00:00.000+01:00,09
0,2022-01-0423:39:00,23:39:00,75,2022-01-04T00:00:00.000+01:00,23
0,2022-01-0420:46:00,20:46:00,101,2022-01-04T00:00:00.000+01:00,20
0,2022-01-0412:42:00,12:42:00,72,2022-01-04T00:00:00.000+01:00,12
0,2022-01-0414:55:00,14:55:00,79,2022-01-04T00:00:00.000+01:00,14
0,2022-01-0421:07:00,21:07:00,88,2022-01-04T00:00:00.000+01:00,21
0,2022-01-0406:43:00,06:43:00,57,2022-01-04T00:00:00.000+01:00,06
0,2022-01-0411:30:00,11:30:00,81,2022-01-04T00:00:00.000+01:00,11
0,2022-01-0403:16:00,03:16:00,63,2022-01-04T00:00:00.000+01:00,03
0,2022-01-0420:32:00,20:32:00,74,2022-01-04T00:00:00.000+01:00,20
0,2022-01-0418:37:00,18:37:00,76,2022-01-04T00:00:00.000+01:00,18
Martial Arts,2022-01-0522:04:00,22:04:00,95,2022-01-05T00:00:00.000+01:00,22
0,2022-01-0418:51:00,18:51:00,81,2022-01-04T00:00:00.000+01:00,18
0,2022-01-0419:48:00,19:48:00,80,2022-01-04T00:00:00.000+01:00,19
0,2022-01-0402:31:00,02:31:00,66,2022-01-04T00:00:00.000+01:00,02
0,2022-01-0421:08:00,21:08:00,87,2022-01-04T00:00:00.000+01:00,21
0,2022-01-0408:21:00,08:21:00,79,2022-01-04T00:00:00.000+01:00,08
Martial Arts,2022-01-0521:02:00,21:02:00,110,2022-01-05T00:00:00.000+01:00,21
Martial Arts,2022-01-0521:26:00,21:26:00,125,2022-01-05T00:00:00.000+01:00,21
Martial Arts,2022-01-0521:55:00,21:55:00,100,2022-01-05T00:00:00.000+01:00,21
Martial Arts,2022-01-0522:08:00,22:08:00,112,2022-01-05T00:00:00.000+01:00,22
Martial Arts,2022-01-0522:36:00,22:36:00,120,2022-01-05T00:00:00.000+01:00,22
0,2022-01-0412:41:00,12:41:00,72,2022-01-04T00:00:00.000+01:00,12
0,2022-01-0409:08:00,09:08:00,84,2022-01-04T00:00:00.000+01:00,09
0,2022-01-0421:31:00,21:31:00,98,2022-01-04T00:00:00.000+01:00,21
0,2022-01-0418:49:00,18:49:00,80,2022-01-04T00:00:00.000+01:00,18
0,2022-01-0406:39:00,06:39:00,58,2022-01-04T00:00:00.000+01:00,06
0,2022-01-0411:24:00,11:24:00,75,2022-01-04T00:00:00.000+01:00,11
0,2022-01-0420:28:00,20:28:00,73,2022-01-04T00:00:00.000+01:00,20
0,2022-01-0417:49:00,17:49:00,82,2022-01-04T00:00:00.000+01:00,17
0,2022-01-0410:11:00,10:11:00,76,2022-01-04T00:00:00.000+01:00,10
Martial Arts,2022-01-0522:00:00,22:00:00,114,2022-01-05T00:00:00.000+01:00,22
Martial Arts,2022-01-0522:31:00,22:31:00,114,2022-01-05T00:00:00.000+01:00,22
0,2022-01-0416:49:00,16:49:00,81,2022-01-04T00:00:00.000+01:00,16
0,2022-01-0421:35:00,21:35:00,100,2022-01-04T00:00:00.000+01:00,21
0,2022-01-0405:48:00,05:48:00,63,2022-01-04T00:00:00.000+01:00,05
0,2022-01-0413:31:00,13:31:00,86,2022-01-04T00:00:00.000+01:00,13
0,2022-01-0416:54:00,16:54:00,82,2022-01-04T00:00:00.000+01:00,16
0,2022-01-0402:10:00,02:10:00,62,2022-01-04T00:00:00.000+01:00,02
Martial Arts,2022-01-0522:11:00,22:11:00,117,2022-01-05T00:00:00.000+01:00,22
0,2022-01-0415:22:00,15:22:00,82,2022-01-04T00:00:00.000+01:00,15
0,2022-01-0405:17:00,05:17:00,58,2022-01-04T00:00:00.000+01:00,05
0,2022-01-0403:11:00,03:11:00,65,2022-01-04T00:00:00.000+01:00,03
0,2022-01-0400:58:00,00:58:00,73,2022-01-04T00:00:00.000+01:00,00
0,2022-01-0415:57:00,15:57:00,84,2022-01-04T00:00:00.000+01:00,15
0,2022-01-0418:54:00,18:54:00,80,2022-01-04T00:00:00.000+01:00,18
0,2022-01-0405:57:00,05:57:00,67,2022-01-04T00:00:00.000+01:00,05
0,2022-01-0407:36:00,07:36:00,66,2022-01-04T00:00:00.000+01:00,07
0,2022-01-0416:38:00,16:38:00,79,2022-01-04T00:00:00.000+01:00,16
0,2022-01-0412:12:00,12:12:00,83,2022-01-04T00:00:00.000+01:00,12
0,2022-01-0410:02:00,10:02:00,77,2022-01-04T00:00:00.000+01:00,10
0,2022-01-0421:24:00,21:24:00,76,2022-01-04T00:00:00.000+01:00,21
0,2022-01-0411:55:00,11:55:00,72,2022-01-04T00:00:00.000+01:00,11
0,2022-01-0410:04:00,10:04:00,77,2022-01-04T00:00:00.000+01:00,10
0,2022-01-0411:56:00,11:56:00,71,2022-01-04T00:00:00.000+01:00,11
Walk,2022-01-0613:47:00,13:47:00,97,2022-01-06T00:00:00.000+01:00,13
Martial Arts,2022-01-0520:14:00,20:14:00,101,2022-01-05T00:00:00.000+01:00,20
Martial Arts,2022-01-0520:36:00,20:36:00,135,2022-01-05T00:00:00.000+01:00,20
0,2022-01-0422:14:00,22:14:00,96,2022-01-04T00:00:00.000+01:00,22
0,2022-01-0401:06:00,01:06:00,74,2022-01-04T00:00:00.000+01:00,01
0,2022-01-0410:56:00,10:56:00,68,2022-01-04T00:00:00.000+01:00,10
0,2022-01-0423:37:00,23:37:00,72,2022-01-04T00:00:00.000+01:00,23
0,2022-01-0414:49:00,14:49:00,83,2022-01-04T00:00:00.000+01:00,14
0,2022-01-0418:52:00,18:52:00,80,2022-01-04T00:00:00.000+01:00,18
0,2022-01-0421:29:00,21:29:00,79,2022-01-04T00:00:00.000+01:00,21
0,2022-01-0421:27:00,21:27:00,73,2022-01-04T00:00:00.000+01:00,21
0,2022-01-0422:46:00,22:46:00,73,2022-01-04T00:00:00.000+01:00,22
Martial Arts,2022-01-0520:26:00,20:26:00,136,2022-01-05T00:00:00.000+01:00,20
0,2022-01-0410:05:00,10:05:00,76,2022-01-04T00:00:00.000+01:00,10
0,2022-01-0418:13:00,18:13:00,84,2022-01-04T00:00:00.000+01:00,18
0,2022-01-0416:25:00,16:25:00,91,2022-01-04T00:00:00.000+01:00,16
0,2022-01-0409:13:00,09:13:00,81,2022-01-04T00:00:00.000+01:00,09
0,2022-01-0419:28:00,19:28:00,77,2022-01-04T00:00:00.000+01:00,19
0,2022-01-0407:48:00,07:48:00,78,2022-01-04T00:00:00.000+01:00,07
0,2022-01-0409:36:00,09:36:00,89,2022-01-04T00:00:00.000+01:00,09
0,2022-01-0402:03:00,02:03:00,62,2022-01-04T00:00:00.000+01:00,02
0,2022-01-0417:29:00,17:29:00,79,2022-01-04T00:00:00.000+01:00,17
0,2022-01-0407:03:00,07:03:00,57,2022-01-04T00:00:00.000+01:00,07
0,2022-01-0401:09:00,01:09:00,77,2022-01-04T00:00:00.000+01:00,01
0,2022-01-0401:42:00,01:42:00,64,2022-01-04T00:00:00.000+01:00,01
0,2022-01-0409:04:00,09:04:00,77,2022-01-04T00:00:00.000+01:00,09
0,2022-01-0404:23:00,04:23:00,68,2022-01-04T00:00:00.000+01:00,04
0,2022-01-0405:30:00,05:30:00,57,2022-01-04T00:00:00.000+01:00,05
0,2022-01-0409:56:00,09:56:00,70,2022-01-04T00:00:00.000+01:00,09
0,2022-01-0416:11:00,16:11:00,73,2022-01-04T00:00:00.000+01:00,16
0,2022-01-0409:43:00,09:43:00,93,2022-01-04T00:00:00.000+01:00,09
0,2022-01-0404:40:00,04:40:00,54,2022-01-04T00:00:00.000+01:00,04
0,2022-01-0421:11:00,21:11:00,86,2022-01-04T00:00:00.000+01:00,21
0,2022-01-0412:48:00,12:48:00,84,2022-01-04T00:00:00.000+01:00,12
0,2022-01-0414:42:00,14:42:00,84,2022-01-04T00:00:00.000+01:00,14
0,2022-01-0414:32:00,14:32:00,89,2022-01-04T00:00:00.000+01:00,14
Martial Arts,2022-01-0521:59:00,21:59:00,100,2022-01-05T00:00:00.000+01:00,21
0,2022-01-0400:17:00,00:17:00,75,2022-01-04T00:00:00.000+01:00,00
0,2022-01-0402:15:00,02:15:00,65,2022-01-04T00:00:00.000+01:00,02
0,2022-01-0402:25:00,02:25:00,60,2022-01-04T00:00:00.000+01:00,02
0,2022-01-0418:02:00,18:02:00,81,2022-01-04T00:00:00.000+01:00,18
0,2022-01-0415:59:00,15:59:00,84,2022-01-04T00:00:00.000+01:00,15
Martial Arts,2022-01-0521:19:00,21:19:00,143,2022-01-05T00:00:00.000+01:00,21
Martial Arts,2022-01-0521:29:00,21:29:00,121,2022-01-05T00:00:00.000+01:00,21
0,2022-01-0414:28:00,14:28:00,87,2022-01-04T00:00:00.000+01:00,14
0,2022-01-0414:17:00,14:17:00,88,2022-01-04T00:00:00.000+01:00,14
0,2022-01-0411:12:00,11:12:00,66,2022-01-04T00:00:00.000+01:00,11
0,2022-01-0407:09:00,07:09:00,72,2022-01-04T00:00:00.000+01:00,07
0,2022-01-0402:36:00,02:36:00,67,2022-01-04T00:00:00.000+01:00,02
Martial Arts,2022-01-0520:19:00,20:19:00,130,2022-01-05T00:00:00.000+01:00,20
Martial Arts,2022-01-0521:14:00,21:14:00,110,2022-01-05T00:00:00.000+01:00,21
0,2022-01-0419:02:00,19:02:00,88,2022-01-04T00:00:00.000+01:00,19
0,2022-01-0419:47:00,19:47:00,79,2022-01-04T00:00:00.000+01:00,19
0,2022-01-0412:23:00,12:23:00,74,2022-01-04T00:00:00.000+01:00,12
0,2022-01-0418:25:00,18:25:00,78,2022-01-04T00:00:00.000+01:00,18
Martial Arts,2022-01-0522:14:00,22:14:00,107,2022-01-05T00:00:00.000+01:00,22
0,2022-01-0407:17:00,07:17:00,58,2022-01-04T00:00:00.000+01:00,07
0,2022-01-0402:47:00,02:47:00,65,2022-01-04T00:00:00.000+01:00,02
0,2022-01-0405:33:00,05:33:00,59,2022-01-04T00:00:00.000+01:00,05
0,2022-01-0417:53:00,17:53:00,80,2022-01-04T00:00:00.000+01:00,17
0,2022-01-0410:31:00,10:31:00,79,2022-01-04T00:00:00.000+01:00,10
0,2022-01-0410:47:00,10:47:00,77,2022-01-04T00:00:00.000+01:00,10
0,2022-01-0404:10:00,04:10:00,62,2022-01-04T00:00:00.000+01:00,04
0,2022-01-0419:30:00,19:30:00,82,2022-01-04T00:00:00.000+01:00,19
0,2022-01-0401:26:00,01:26:00,56,2022-01-04T00:00:00.000+01:00,01
0,2022-01-0406:49:00,06:49:00,57,2022-01-04T00:00:00.000+01:00,06
0,2022-01-0401:22:00,01:22:00,63,2022-01-04T00:00:00.000+01:00,01
0,2022-01-0404:54:00,04:54:00,55,2022-01-04T00:00:00.000+01:00,04
0,2022-01-0410:49:00,10:49:00,81,2022-01-04T00:00:00.000+01:00,10
0,2022-01-0423:34:00,23:34:00,74,2022-01-04T00:00:00.000+01:00,23
0,2022-01-0400:18:00,00:18:00,80,2022-01-04T00:00:00.000+01:00,00
